Restaurant_Name,Rating,Review_Count,Price,Score,Grade
Sonora Tortilleria,4.0,84,$,95,A
The Great Wall Chinese Restaurant,3.5,314,$$,90,B
Snowfox,3.5,44,$,97,A
Fresh Brothers,4.0,322,$$,90,B
Siam Bay Thai Cuisine,3.0,137,$,86,B
Ritter's Steam Kettle Cooking,4.0,725,$$,91,A
Thai Plate Restaurant,3.5,168,$$,91,A
Dune,4.5,572,$$,97,A
Pineapple Hill Saloon & Grill,4.0,465,$$,92,A
The Good Cake Company,4.5,107,$,97,A
Copycat Cafe,4.0,49,$,97,A
The Kettle,4.0,1430,$$,98,A
OJ's Submarines,4.5,121,$,98,A
Animal,4.0,3232,$$$,95,A
The Drunken Crab,4.0,1236,$$,90,B
Dominique Ansel Bakery,3.5,529,$$,91,A
Tapioca Express,3.5,166,$,94,A
The Flame Broiler,2.5,90,$,90,B
Teriyaki Bistro,3.5,117,$,96,A
Wolfgang Puck at Hotel Bel-Air,3.5,295,$$$$,96,A
Tokyo Fast Food,4.0,225,$,97,A
Hugo's Tacos,3.0,518,$,95,A
Bottega Louie,4.0,15786,$$,97,A
Hoy's Wok Chinese Restaurant,4.0,460,$$,95,A
Hot Thai Restaurant,4.0,255,$$,92,A
Pho Super Bowl,4.0,540,$,94,A
Nordstrom The Grove,3.5,399,$$$,94,A
Taco Spot,4.0,483,$,90,B
Kaiser Permanente West Los Angeles Medical Center,3.0,352,na,95,A
Dong Ting Chun,3.0,165,$$,87,B
Beach House Hotel Hermosa Beach,4.0,171,$$$,98,A
Salsa Verdes,4.5,59,$$,94,A
Buko Restaurant,4.0,257,$$,92,A
Amelia's Espresso & Panini,4.5,467,$$,96,A
Tak-e sushi & rolls,4.5,48,$$,84,B
North End Pizzeria,4.0,118,$$,95,A
Kuishimbo,4.0,108,$,95,A
Al Italiano,4.5,94,$$,95,A
85°C Bakery Cafe,3.0,56,$$,97,A
The Butcher's Daughter,4.0,903,$$,94,A
The Stage,4.0,350,$$,90,B
Birdies,4.0,1466,$$,92,A
Little Bean,4.0,420,$,96,A
Blue Star,3.5,509,$$,98,A
Larsen's Steakhouse - Encino,4.0,431,$$$,96,A
SweetSnow,4.0,337,$,97,A
Yakuza Sushi,4.0,150,$$,93,A
Marina Del Rey Boat Rentals,3.0,227,na,92,A
CUT,4.0,1522,$$$$,91,A
Mama Mia Pizza,3.5,97,$,96,A
Tipsy Cow,4.0,1273,$$,95,A
AltaMed Medical Group - Commerce,2.0,51,na,98,A
Tea Block,4.0,207,$,95,A
Masan Restaurant,3.0,113,$$,87,B
La Pradera Carniceria,4.5,44,$$,92,A
Cafe Panamericana,4.5,79,$,90,B
Backyard Bowls,4.5,414,$$,95,A
Frontier Wok Too,4.0,393,$,96,A
Kung Fu Tea,4.0,256,$,90,B
Hot Dog on a Stick,3.0,42,$,95,A
Peacock Donuts,4.0,49,$,95,A
Top Thai Cuisine,4.0,287,$$,92,A
Crispy Crust,4.0,292,$,97,A
Izzy's Deli,3.0,629,$$,95,A
To Nostimo Greek Food & Deli,4.5,145,$,92,A
Pour Haus Wine Bar,4.5,463,$$,95,A
Sizzler,4.5,408,$$,97,A
Tito's Tacos,3.5,4597,$,95,A
Smith & Tait,5.0,92,$$,95,A
Coral Tree Cafe,3.5,778,$$,91,A
Porto's Bakery & Cafe,4.5,8169,$,94,A
Figaro Bistrot,3.5,1141,$$,90,B
The Standard Station,4.0,276,$$,90,B
Delmonico's Lobster House,3.5,569,$$$,96,A
Fruiggies,3.5,63,$,90,B
Crème Caramel LA,4.5,652,$$,96,A
La Mascota Bakery,4.0,389,$,91,A
Jang Dok Dae,4.5,94,$$,94,A
Follow Your Heart Natural Foods Market & Cafe,4.5,1268,$$,96,A
Sbarro,2.5,51,$,98,A
Sushi Eyaki,3.5,404,$$,92,A
Burrito King Sunset,3.5,240,$,93,A
Fresh & Meaty Burgers,3.5,60,na,92,A
Campos Tacos,3.5,72,$,91,A
Baja Fresh,2.5,81,$,93,A
Ameci Pizza & Pasta - Newhall,3.5,70,$,96,A
Greenleaf Cafe,4.0,276,$,94,A
Sushi Monster,4.0,228,$$,90,B
Subway,2.5,42,$,100,A
Salt Creek Grille,3.5,556,$$,96,A
Maru Coffee,4.5,47,$,94,A
Loteria Grill,3.5,926,$$,98,A
Los Angeles Zoo & Botanical Gardens,3.5,1419,na,95,A
Taco Ranch,4.0,103,$,95,A
Mahan Indian Restaurant,4.0,499,$$,92,A
We Want Tacos Cafe,4.0,60,na,84,B
Baja Fresh,3.0,68,$,93,A
Little China,3.5,173,$,80,C
Tacos Tu Madre,4.0,947,$,96,A
Mateo's Ice Cream & Fruit Bars,4.5,269,$,94,A
Cafe Dulce,4.0,2025,$,70,C
Pazzo Gelato,4.5,876,$,92,A
Bahia Ensenada Grill,3.0,51,$,95,A
Tender Trap,4.5,60,$,94,A
Bottega Louie,4.0,15784,$$,95,A
La Favorita Bakery,3.5,77,$,92,A
Rainbow Acres Natural Foods,4.0,194,$,93,A
La Carreta,4.0,154,$,94,A
Slusheeland,4.5,311,$,94,A
Uncle John's Cafe,4.0,581,$,96,A
City of Hope,3.5,187,na,97,A
Rainbow Sushi & Teriyaki,4.0,107,$,92,A
Olive Terrace Bar and Grill,4.0,546,$$,90,B
Famous Burgers,3.0,99,$,95,A
Kobawoo House,4.5,1074,$$,81,B
Fiesta Martin Mexican Grill,4.0,769,$$,94,A
Dragon Bakery,5.0,55,$$,98,A
Quickly,3.5,198,$,90,B
Caffe Latte,4.0,188,$$,95,A
Settebello Pizzeria Napoletana,3.5,319,$$,96,A
Juanito's Place,4.0,55,$,90,B
