ACTIVITY DATE,OWNER NAME,FACILITY ID,FACILITY NAME,PROGRAM STATUS,PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY ZIP,SCORE,GRADE,FULL ADDRESS
2018-09-26,"FLYIN FIN, LLC",FA0159705,FLYIN FIN SUSHI AND SEAFOOD,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1727 S CATALINA AVE,REDONDO BEACH,90277,92,A,"1727 S CATALINA AVE, REDONDO BEACH, CA 90277"
2018-09-21,KREATION & 151 S. BRTN INC.,FA0159972,KREATION JUICERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,151 S BARRINGTON PL,LOS ANGELES,90049,98,A,"151 S BARRINGTON PL, LOS ANGELES, CA 90049"
2018-07-11,"MAGANA MEXICAN FOOD, INC",FA0007722,CARNITAS MICHOACAN,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,8729 SUNLAND BLVD,SUN VALLEY,91352,95,A,"8729 SUNLAND BLVD, SUN VALLEY, CA 91352"
2018-09-11,ROBUST HEALTH CORPORATION,FA0223985,MY JUICE SPOT - POPS HOT DOGS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,11700 NATIONAL BLVD # K,LOS ANGELES,90064,97,A,"11700 NATIONAL BLVD # K, LOS ANGELES, CA 90064"
2018-09-18,NEW YORK CAFE INC,FA0041678,NEW YORK CAFE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4959 W SUNSET BLVD,LOS ANGELES,90027,99,A,"4959 W SUNSET BLVD, LOS ANGELES, CA 90027"
2018-07-17,SARKESYAN ARABO  (HAIDA),FA0026494,HAIDA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1243 1/2 W GLENOAKS BLVD,GLENDALE,91201,93,A,"1243 1/2 W GLENOAKS BLVD, GLENDALE, CA 91201"
2018-08-15,THE BOMBAY FRANKIE COMPANY LLC,FA0262798,THE BOMBAY FRANKIE COMPANY,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,11261 SANTA MONICA BLVD,LOS ANGELES,90025,91,A,"11261 SANTA MONICA BLVD, LOS ANGELES, CA 90025"
2018-07-20,"TPPJ  S. PASADENA, LLC",FA0173653,TOMATO PIE PIZZA JOINT S. PASADENA,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1130 MISSION ST,SOUTH PASADENA,91030,96,A,"1130 MISSION ST, SOUTH PASADENA, CA 91030"
2018-08-13,MORAN ADRIANA EMILIA,FA0043620,PANADERIA LA ESPERANZA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,22836 S WESTERN AVE,TORRANCE,90501,95,A,"22836 S WESTERN AVE, TORRANCE, CA 90501"
2018-07-11,"RABBANI, JOSEPH",FA0072953,TRIMANA-ENCINO,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,15821 VENTURA BLVD STE 175,ENCINO,91436,96,A,"15821 VENTURA BLVD STE 175, ENCINO, CA 91436"
2018-09-10,"LEE,HYONG K",FA0045133,PRIMO BURGERS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,6325 S WESTERN AVE,LOS ANGELES,90045,94,A,"6325 S WESTERN AVE, LOS ANGELES, CA 90045"
2018-08-29,DHGLIAN MICHAEL,FA0006138,BOUVARDIA RESTAURANT,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,137 S GLENOAKS BLVD,BURBANK,91502,95,A,"137 S GLENOAKS BLVD, BURBANK, CA 91502"
2018-07-17,AMAN SHEKARCHI,FA0242601,SHEKARCHI KABOB,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2029 WESTWOOD BLVD,LOS ANGELES,90025,94,A,"2029 WESTWOOD BLVD, LOS ANGELES, CA 90025"
2018-09-12,HASSIE HAESUN CHUNG,FA0067668,NORM'S BURGERS,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,1201 W MAGNOLIA BLVD,BURBANK,91506,92,A,"1201 W MAGNOLIA BLVD, BURBANK, CA 91506"
2018-06-04,"CHANG, FRANK KUONG",FA0047243,S&S DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,26850 SIERRA HWY STE A-18,NEWHALL,91321,97,A,"26850 SIERRA HWY STE A-18, NEWHALL, CA 91321"
2018-04-09,"SIMANIAN, MANSOUR",FA0032557,KOLAH FARANGI RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,9180 W PICO BLVD,LOS ANGELES,90035,90,A,"9180 W PICO BLVD, LOS ANGELES, CA 90035"
2018-09-20,"FIVE GUYS OPERATIONS, LLC",FA0179949,FIVE GUYS BURGERS & FRIES,ACTIVE,RESTAURANT (61-150) SEATS MODERATE RISK,39332 W 10TH ST,PALMDALE,93551,98,A,"39332 W 10TH ST, PALMDALE, CA 93551"
2018-06-14,ROTISSERIE RESTAURANTS INC,FA0242094,TARME 1,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,744 S GLENDALE AVE # 4,GLENDALE,91205-2366,92,A,"744 S GLENDALE AVE # 4, GLENDALE, CA 91205-2366"
2018-08-29,"HERNANDEZ, ROBERTO",FA0037816,THEE CHATEAU RESTAURANT,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,1700 W HOLT AVE,POMONA,91768,94,A,"1700 W HOLT AVE, POMONA, CA 91768"
2018-08-01,LAMKONE RESTAURANT INC,FA0054089,WAHOO'S FISH TACO,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,3556 TORRANCE BLVD E,TORRANCE,90503,93,A,"3556 TORRANCE BLVD E, TORRANCE, CA 90503"
2018-05-18,"ROWLAND PARK, INC.",FA0138896,LEUNG KEE CHINESE RESTAURANT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,18908 GALE AVE,ROWLAND HEIGHTS,91748,90,A,"18908 GALE AVE, ROWLAND HEIGHTS, CA 91748"
2018-08-29,"MONKARSA, JORDAN",FA0064402,JODY MORONIS RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2011 OCEAN FRONT WALK,VENICE,90291,95,A,"2011 OCEAN FRONT WALK, VENICE, CA 90291"
2018-09-20,SSP AMERICA LAX LLC,FA0264035,TREJO'S AND CASSELL'S,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,100 WORLD WAY # T148,LOS ANGELES,90045,80,B,"100 WORLD WAY # T148, LOS ANGELES, CA 90045"
2018-07-18,"CHRIS, BENNETT",FA0009021,GOOD STUFF,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1286 THE STRAND,HERMOSA BEACH,90254,95,A,"1286 THE STRAND, HERMOSA BEACH, CA 90254"
2018-08-27,JOE & THE JUICE LA LLC,FA0262475,JOE & THE JUICE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,8018 W 3RD ST,LOS ANGELES,90048,92,A,"8018 W 3RD ST, LOS ANGELES, CA 90048"
2018-04-24,"THREE WAYS, LLC",FA0225384,3 WAYS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,360 N CAMDEN DR,BEVERLY HILLS,90210,95,A,"360 N CAMDEN DR, BEVERLY HILLS, CA 90210"
2018-06-14,BREM BRAY CHAO,FA0249655,GOOD DAY DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,8245 SEPULVEDA BLVD,PANORAMA CITY,91402,92,A,"8245 SEPULVEDA BLVD, PANORAMA CITY, CA 91402"
2018-09-19,"POLLO CAMPERO OF CALIFORNIA, LLC.",FA0252172,POLLO CAMPERO,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,3540 CENTURY BLVD,INGLEWOOD,90303,96,A,"3540 CENTURY BLVD, INGLEWOOD, CA 90303"
2018-04-06,"VAZQUEZ, WALTER",FA0019745,DOWNEY BREWING COMPANY,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,10924 PARAMOUNT BLVD,DOWNEY,90241,91,A,"10924 PARAMOUNT BLVD, DOWNEY, CA 90241"
2018-09-04,"KOYAMA, TAKAAKI",FA0061258,EBISU,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,356 E 2ND ST,LOS ANGELES,90012,97,A,"356 E 2ND ST, LOS ANGELES, CA 90012"
2018-05-15,DEREK SOPHEH LIV,FA0226235,DONUT KING,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3970 SEPULVEDA BLVD # 2,CULVER CITY,90230,95,A,"3970 SEPULVEDA BLVD # 2, CULVER CITY, CA 90230"
2018-06-07,"KWEE, INGRID LIEING CHEUNG",FA0047150,SATE HOUSE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,812 NOGALES AVE,WALNUT,91789,97,A,"812 NOGALES AVE, WALNUT, CA 91789"
2018-02-26,SLUSHEELAND INC,FA0245682,SLUSHEELAND,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,19100 VENTURA BLVD STE F,TARZANA,91356,96,A,"19100 VENTURA BLVD STE F, TARZANA, CA 91356"
2018-07-30,SHASHI&HARDEEP INC.,FA0034739,SUBWAY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,16607 BELLFLOWER BLVD,BELLFLOWER,90706,94,A,"16607 BELLFLOWER BLVD, BELLFLOWER, CA 90706"
2017-07-19,"J'S JUICE MASTERS, INC.",FA0177428,JAMBA JUICE,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,832 E ALOSTA AVE,AZUSA,91702,91,A,"832 E ALOSTA AVE, AZUSA, CA 91702"
2016-05-12,LOS ANGELES FAMILY HOUSING CORPORATION,FA0151120,LA FAMILY HOUSING,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,7843 LANKERSHIM BLVD,NORTH HOLLYWOOD,91605-2523,99,A,"7843 LANKERSHIM BLVD, NORTH HOLLYWOOD, CA 91605-2523"
2018-07-12,YING LAANG TEAV,FA0249506,CLOVERLEAF COFFEE AND BAKERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,9475 LAS TUNAS DR,TEMPLE CITY,91780,94,A,"9475 LAS TUNAS DR, TEMPLE CITY, CA 91780"
2018-09-12,"KOUMOUDOUROS, COSTAS",FA0026210,GUS BURGERS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,307 W PACIFIC COAST HWY,WILMINGTON,90744,92,A,"307 W PACIFIC COAST HWY, WILMINGTON, CA 90744"
2018-09-06,AYONES INC.,FA0156022,EL BUCA,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4501 S ALAMEDA ST,LOS ANGELES,90058-2010,95,A,"4501 S ALAMEDA ST, LOS ANGELES, CA 90058-2010"
2018-05-11,"KIM, BYUNG JOON",FA0051916,THE FLAME BROILER,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,17535 S CENTRAL AVE,CARSON,90746,96,A,"17535 S CENTRAL AVE, CARSON, CA 90746"
2018-06-21,NATIVE FIELDS LLC,FA0257610,NATIVE FIELDS RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,18750 AMAR RD,WALNUT,91789,92,A,"18750 AMAR RD, WALNUT, CA 91789"
2018-05-08,KYUNG HEE KIM CHO,FA0180556,NEW TIMES,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2620 CLARENDON AVE,HUNTINGTON PARK,90255-4120,90,A,"2620 CLARENDON AVE, HUNTINGTON PARK, CA 90255-4120"
2018-07-17,"PACIFIC BOYS, INC.",FA0225945,BOYS BURGERS NO.1,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1774 E FLORENCE AVE,LOS ANGELES,90001,91,A,"1774 E FLORENCE AVE, LOS ANGELES, CA 90001"
2018-08-29,MDR BAGEL CO INC,FA0067550,NEW YORK BAGEL & DELI,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,2216 WILSHIRE BLVD,SANTA MONICA,90403,96,A,"2216 WILSHIRE BLVD, SANTA MONICA, CA 90403"
2018-09-21,CURZER PIZZA,FA0017267,CRUZER PIZZA & PASTA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,4449 PROSPECT AVE,LOS ANGELES,90027,97,A,"4449 PROSPECT AVE, LOS ANGELES, CA 90027"
2018-07-26,EAST INDIA TRADING LLC,FA0050071,SUMMER CANTEEN,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,4444 LANKERSHIM BLVD,NORTH HOLLYWOOD,91602,93,A,"4444 LANKERSHIM BLVD, NORTH HOLLYWOOD, CA 91602"
2018-04-12,"ALVAREZ, MARIA",FA0040763,MIKES PIZZA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1441 W ARROW HWY,SAN DIMAS,91773,92,A,"1441 W ARROW HWY, SAN DIMAS, CA 91773"
2018-06-29,ELIZABETH GARCIA,FA0149293,HONDURAS RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,6747 TAMPA AVE,RESEDA,91335,96,A,"6747 TAMPA AVE, RESEDA, CA 91335"
2018-09-07,"JYK THE BEST FOOD, INC.",FA0202953,SUSHI N I,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,201 N GLENDORA AVE # 200,GLENDORA,91741,93,A,"201 N GLENDORA AVE # 200, GLENDORA, CA 91741"
2018-07-24,HEIHO INC,FA0203290,PANDA WOK,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,3901 INGLEWOOD AVE # 107,REDONDO BEACH,90278-1113,76,C,"3901 INGLEWOOD AVE # 107, REDONDO BEACH, CA 90278-1113"
2018-07-19,KOYAMA TAKAAKI,FA0042640,ORENO YAKINIKU,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,123 ASTRONAUT ELLISON ONIZUKA ST #308,LOS ANGELES,90012,90,A,"123 ASTRONAUT ELLISON ONIZUKA ST #308, LOS ANGELES, CA 90012"
2018-06-20,MASHD FOOD GROUP LLC.,FA0256543,THE POND,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,55 E DUARTE RD # 103,ARCADIA,91006,96,A,"55 E DUARTE RD # 103, ARCADIA, CA 91006"
2018-07-30,AGR GRP LLC,FA0222761,ROB'S GRILL,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,13101 RAMONA BLVD,BALDWIN PARK,91706,96,A,"13101 RAMONA BLVD, BALDWIN PARK, CA 91706"
2018-08-28,SOUTHERN CALIFORNIA PIZZA CO LLC,FA0044245,SOUTHERN CALIFORNIA PIZZA CO LLC,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,7779 E GARVEY AVE,ROSEMEAD,91770,97,A,"7779 E GARVEY AVE, ROSEMEAD, CA 91770"
2018-07-03,"RATTANABUT, SUEBPHONG",FA0035566,LOMITA THAI CAFE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,1733 PACIFIC COAST HWY,LOMITA,90717,93,A,"1733 PACIFIC COAST HWY, LOMITA, CA 90717"
2017-08-30,PALACIOS A MARTA,FA0061341,EL BARON DE CENTRO AMERICA,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,4212 W PICO BLVD,LOS ANGELES,90019,92,A,"4212 W PICO BLVD, LOS ANGELES, CA 90019"
2018-05-07,"COSIO, LIZET VIOLETA S",FA0155867,JACKY'S RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,310 W 5TH ST #102,LOS ANGELES,90013-1902,90,A,"310 W 5TH ST #102, LOS ANGELES, CA 90013-1902"
2018-04-19,ORIGINAL PEPPERS CANTINA LLC,FA0042652,ORIGINAL PEPPERS MEXICAN GRILL,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,181 W COLORADO PL,ARCADIA,91007,98,A,"181 W COLORADO PL, ARCADIA, CA 91007"
2018-09-06,SMALL BATCH ICE CREAM LLC,FA0249999,SMALL BATCH ICE CREAM,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,12222 VENICE BLVD,LOS ANGELES,90066,97,A,"12222 VENICE BLVD, LOS ANGELES, CA 90066"
2018-06-18,HUNTINGTON FOOD MART CORP,FA0158599,HUNTINGTON DRIVE SHELL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,4590 E HUNTINGTON DR N,LOS ANGELES,90032,91,A,"4590 E HUNTINGTON DR N, LOS ANGELES, CA 90032"
2018-09-06,THE HUNGRY CAT LIMITED PART,FA0037380,THE HUNGRY CAT,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,1535 N VINE ST,LOS ANGELES,90028,92,A,"1535 N VINE ST, LOS ANGELES, CA 90028"
2018-09-14,THE VILLAGE GRILLE INC.,FA0051820,THE VILLAGE GRILLE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,148 N YALE AVE,CLAREMONT,91711,94,A,"148 N YALE AVE, CLAREMONT, CA 91711"
2018-08-28,Q GROUP LLC,FA0250553,ICUSINE,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,3131 N GAREY,POMONA,91767,90,A,"3131 N GAREY, POMONA, CA 91767"
2018-09-10,"BURGOS VELEZ, ROGELIA",FA0156776,RAMIREZ RESTAURANT,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,6124 ATLANTIC BLVD,MAYWOOD,90270,100,A,"6124 ATLANTIC BLVD, MAYWOOD, CA 90270"
2018-07-25,CHEF GENG'S INC.,FA0167421,CHEF GENG'S,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,8118 GARVEY AVE STE B,ROSEMEAD,91770,91,A,"8118 GARVEY AVE STE B, ROSEMEAD, CA 91770"
2018-09-10,"KAI SUSHI, INC",FA0258895,KAI SUSHI,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,24215 CRENSHAW BLVD,TORRANCE,90505,92,A,"24215 CRENSHAW BLVD, TORRANCE, CA 90505"
2018-07-19,EVEN FOOD & BEVERAGE ENTERPRIS,FA0241866,EVEN LIFE,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,17550 COLIMA RD # C,ROWLAND HEIGHTS,91748,85,B,"17550 COLIMA RD # C, ROWLAND HEIGHTS, CA 91748"
2018-08-30,CARMELA ICE CREAM COMPANY,FA0007686,CARMELA ICE CREAM,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,2495 E WASHINGTON BLVD,PASADENA,91104,96,A,"2495 E WASHINGTON BLVD, PASADENA, CA 91104"
2018-06-28,OZEN SUSHI INC,FA0176249,OZEN SUSHI,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,16511 S PIONEER BLVD,NORWALK,92602,95,A,"16511 S PIONEER BLVD, NORWALK, CA 92602"
2018-07-23,"THE POST WINGS & BEER, LLC.",FA0137953,THE POST PIZZA WINGS & BEER,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,4368 PECK RD,EL MONTE,91732,90,A,"4368 PECK RD, EL MONTE, CA 91732"
2018-08-08,"CHEN, BILL",FA0051643,THE ORIGINAL RINALDI'S,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,323 MAIN ST,EL SEGUNDO,90245,92,A,"323 MAIN ST, EL SEGUNDO, CA 90245"
2018-08-29,PHAIVANH SIVONGXAI,FA0203880,BEE'S BOBA AND JUICERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,7212 REMMET AVE,CANOGA PARK,91303-1531,98,A,"7212 REMMET AVE, CANOGA PARK, CA 91303-1531"
2018-05-25,APACE EXPLORATION TECH. CORP,FA0143257,SPACE X MEZZANINE,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,1 ROCKET RD,HAWTHORNE,90260,97,A,"1 ROCKET RD, HAWTHORNE, CA 90260"
2018-06-07,TEEKAY FOOD SERVICES INC.,FA0012584,EL POLLO LOCO,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,72 RIO RANCHO RD,POMONA,91766,98,A,"72 RIO RANCHO RD, POMONA, CA 91766"
2018-07-31,"RAMIREZ, EFREN",FA0021288,EL RANCHERITO RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,6455 WOODMAN AVE,VAN NUYS,91401,80,B,"6455 WOODMAN AVE, VAN NUYS, CA 91401"
2018-06-22,"VITAL, DELIA M.",FA0021611,EL TORITO CAFE,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,5720 1/2 E BEVERLY BLVD,LOS ANGELES,90022,96,A,"5720 1/2 E BEVERLY BLVD, LOS ANGELES, CA 90022"
2018-09-28,YIB CHIV,FA0023745,FRANCE DONUTS,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,21119 SHERMAN WAY,CANOGA PARK,91303,96,A,"21119 SHERMAN WAY, CANOGA PARK, CA 91303"
2018-09-11,ABEL HERRERA,FA0177163,PANCHO'S TACOS,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,14626 CRENSHAW BLVD,GARDENA,90249,96,A,"14626 CRENSHAW BLVD, GARDENA, CA 90249"
2018-06-26,OLOV CLUB INC DBA,FA0032539,KNIGHTS OF COLUMBUS,ACTIVE,RESTAURANT (0-30) SEATS LOW RISK,21433 STRATHERN ST,CANOGA PARK,91304,93,A,"21433 STRATHERN ST, CANOGA PARK, CA 91304"
2018-08-29,"BHC SMOOTHIES, INC",FA0249926,SURF CITY SQUEEZE,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,3650 W MARTIN LUTHER KING # 150,LOS ANGELES,90008,97,A,"3650 W MARTIN LUTHER KING # 150, LOS ANGELES, CA 90008"
2018-09-19,CRENSHAW CHRISTIAN CENTER/FS,FA0017223,CRENSHAW CHRISTIAN CENTER,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,7901 S VERMONT AVE,LOS ANGELES,90044,92,A,"7901 S VERMONT AVE, LOS ANGELES, CA 90044"
2018-07-11,"ELLAS CAFE, INC",FA0256822,ELLAS CAFE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,13220 SAN ANTONIO DR,NORWALK,90650,80,B,"13220 SAN ANTONIO DR, NORWALK, CA 90650"
2018-04-25,TSQ AND COMPANY LLC,FA0224018,RAVELLO OSTERIA,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,2315 S GARFIELD AVE,MONTEREY PARK,91754-7219,90,A,"2315 S GARFIELD AVE, MONTEREY PARK, CA 91754-7219"
2018-08-15,TEAM JEMA INC,FA0243503,TROY'S BEST BURGERS DRIVE-IN,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,720 HACIENDA BLVD,LA PUENTE,91744,92,A,"720 HACIENDA BLVD, LA PUENTE, CA 91744"
2018-04-09,JOSE CARLOS SERRANO,FA0203644,ANDREAS COFFE SHOP,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,5870 MELROSE AVE # 106,LOS ANGELES,90038,98,A,"5870 MELROSE AVE # 106, LOS ANGELES, CA 90038"
2018-06-13,PRAJUNTASEN KRONGTHIP,FA0037289,LOTUS VEGAN THAI RESTAURANT,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,4715 LANKERSHIM BLVD,NORTH HOLLYWOOD,91602,90,A,"4715 LANKERSHIM BLVD, NORTH HOLLYWOOD, CA 91602"
2018-06-28,"NG, YAU MAN",FA0027557,HAPPY BAKERY,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,11629 LOWER AZUSA RD #F,EL MONTE,91732,92,A,"11629 LOWER AZUSA RD #F, EL MONTE, CA 91732"
2017-07-07,REAL LIFE CHRISTIAN CHURCH,FA0242236,UNDERGROUNDS COFFEE HOUSE,ACTIVE,RESTAURANT (31-60) SEATS LOW RISK,23889 NEWHALL RANCH RD,VALENCIA,91355,92,A,"23889 NEWHALL RANCH RD, VALENCIA, CA 91355"
2018-09-05,CEMITAS POBLANAS EL SAPITO INC,FA0175505,CEMITAS POBLANAS EL SAITO INC,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,3010 E 1ST ST,LOS ANGELES,90063,90,A,"3010 E 1ST ST, LOS ANGELES, CA 90063"
2018-08-23,"HOF'S HUT RESTAURANTS, INC.",FA0177865,LUCILLE'S SMOKE HOUSE BBQ,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,6220 TOPANGA CANYON BLVD # 1480,WOODLAND HILLS,91367,96,A,"6220 TOPANGA CANYON BLVD # 1480, WOODLAND HILLS, CA 91367"
2018-06-22,"LIU, FU-LONG",FA0074254,YI MEI DELI,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,18414 COLIMA RD,ROWLAND HEIGHTS,91748,94,A,"18414 COLIMA RD, ROWLAND HEIGHTS, CA 91748"
2018-08-15,"HYDE, HOWARD A.",FA0070159,SATTDOWN JAMAICAN GRILL,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,11320 1/2 VENTURA BLVD,STUDIO CITY,91604,93,A,"11320 1/2 VENTURA BLVD, STUDIO CITY, CA 91604"
2018-05-23,NATIONAL RESTAURANT DEVELOPMENT,FA0029601,RALLY'S HAMBURGER,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,4801 W CENTURY BLVD,INGLEWOOD,90304,96,A,"4801 W CENTURY BLVD, INGLEWOOD, CA 90304"
2018-08-09,LEUNG DAVID,FA0013785,CATHAY PALISADES,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,15315 ANTIOCH ST,PACIFIC PALISADES,90272,95,A,"15315 ANTIOCH ST, PACIFIC PALISADES, CA 90272"
2018-09-26,"SERRANO, ESTELA",FA0042524,NO Q NO TACOS,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,3224 W VENICE BLVD,LOS ANGELES,90019,90,A,"3224 W VENICE BLVD, LOS ANGELES, CA 90019"
2018-08-27,MOREIRA ABELARDO,FA0057195,ALBERTO'S MEXICAN FOOD,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,3819 PECK RD,EL MONTE,91732,95,A,"3819 PECK RD, EL MONTE, CA 91732"
2018-06-20,P & W FOOD TRADING LLC,FA0256654,POKE POKI,ACTIVE,RESTAURANT (0-30) SEATS HIGH RISK,2117 FOOTHILL BLVD STE G,LA VERNE,91750,96,A,"2117 FOOTHILL BLVD STE G, LA VERNE, CA 91750"
2018-02-21,"FAN, JOAN",FA0063103,H SALT ESQUIRE FISH & CHIPS,ACTIVE,RESTAURANT (31-60) SEATS MODERATE RISK,4795 VINELAND AVE,NORTH HOLLYWOOD,91602,95,A,"4795 VINELAND AVE, NORTH HOLLYWOOD, CA 91602"
2018-09-12,NORTH 2ND STREET LLC,FA0248209,NORTH ITALIA,ACTIVE,RESTAURANT (151 + ) SEATS HIGH RISK,1442 2ND ST,SANTA MONICA,90401-2302,93,A,"1442 2ND ST, SANTA MONICA, CA 90401-2302"
2018-04-11,"SINGH, NIHAL",FA0045762,REYS PIZZA,ACTIVE,RESTAURANT (0-30) SEATS MODERATE RISK,1019 OCEAN FRONT WALK,VENICE,90291,91,A,"1019 OCEAN FRONT WALK, VENICE, CA 90291"
2018-09-18,RDR FOODS INC,FA0264319,WENDY'S HAMBURGERS,ACTIVE,RESTAURANT (61-150) SEATS MODERATE RISK,8810 GARFIELD AVE,SOUTH GATE,90280,98,A,"8810 GARFIELD AVE, SOUTH GATE, CA 90280"
2018-05-30,CBC RESTAURANT CORP,FA0137984,CORNER BAKERY CAFE,ACTIVE,RESTAURANT (61-150) SEATS HIGH RISK,19500 PLUMMER ST #G3,NORTHRIDGE,91324,96,A,"19500 PLUMMER ST #G3, NORTHRIDGE, CA 91324"
2018-07-02,"BRAMBILA, LIONEL",FA0023759,FRANKIES ITALIAN KITCHEN,ACTIVE,RESTAURANT (31-60) SEATS HIGH RISK,5538 RESEDA BLVD,TARZANA,91356,93,A,"5538 RESEDA BLVD, TARZANA, CA 91356"
